member_guid,subscription_id,subscription_start_wk,geo,market_area,market_segment,purchase_source,promo_regular,cc_segment,subscription_offerings,subscription_type,entitlement_period,twp_flag,subscription_tenure,member_classification,category,product,visited_website,active_flag
537,1540,2015-08,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1052,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
538,1541,2017-21,EMEA,ME,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,227,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
539,1542,2017-13,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,MONTHLY,Direct_Purchase,281,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
540,1543,2015-10,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1038,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
541,1544,2016-47,ASIA,HKT,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,414,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,1
542,1545,2017-39,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,98,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
543,1546,2016-11,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,667,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
544,1547,2016-14,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,645,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
545,1548,2016-26,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,562,EXISTING - REACTIVATE,DESKTOP,INDESIGN,0,1
546,1549,2017-46,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,55,EXISTING - REACTIVATE,DESKTOP,INDESIGN,0,1
547,1550,2017-31,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,157,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
548,1551,2018-01,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,6,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
550,1553,2017-37,ASIA,KOR,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,115,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,0
551,1554,2017-05,EMEA,SWI,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,341,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,0
552,1555,2014-18,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1350,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,0,0
553,1556,2016-34,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,506,RESUBSCRIBER - DORMANT,DESKTOP,ACROBAT,0,1
554,1557,2017-44,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,64,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
555,1558,2015-44,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,800,EXISTING - MIGRATE,DESKTOP,ILLUSTRATOR,0,1
556,1559,2017-38,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,106,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
557,1560,2017-45,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,57,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,1
558,1561,2017-43,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,73,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
559,1562,2017-09,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,309,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,0,1
560,1563,2017-51,EMEA,ITA,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,17,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
561,1564,2014-52,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1107,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,0
562,1565,2016-39,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,470,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
563,1566,2017-22,AMER,MEX,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,219,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
564,1567,2017-43,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,70,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
565,1568,2014-45,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1156,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
566,1569,2015-02,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1094,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
567,1570,2017-41,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,85,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
568,1571,2017-46,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,PHOTOGRAPHY,CCP - 1TB,IN,ANNUAL,Direct_Purchase,50,EXISTING - MIGRATE,DESKTOP,LIGHTROOM CC,0,1
569,1572,2018-01,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,4,EXISTING - MIGRATE,DESKTOP,LIGHTROOM CC,0,1
570,1573,2017-43,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,70,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
571,1574,2017-13,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,281,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
572,1575,2016-06,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,703,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
573,1576,2017-23,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,210,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
574,1577,2016-28,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,550,EXISTING - ADDITIONAL,DESKTOP,ANIMATE,0,0
575,1578,2016-12,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,658,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
576,1579,2017-06,ASIA,KOR,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,331,EXISTING - ADDITIONAL,DESKTOP,ILLUSTRATOR,0,1
577,1580,2015-45,AMER,CAN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,792,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
578,1581,2015-18,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,981,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
579,1582,2016-20,EMEA,EE,EDUCATION,RESELLER,PROMO,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,606,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
580,1583,2016-45,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,429,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
581,1584,2014-31,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1255,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,1
582,1585,2017-12,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,293,RESUBSCRIBER - DORMANT,DESKTOP,AFTER EFFECTS,0,0
583,1586,2018-01,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,MONTHLY,Direct_Purchase,2,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
584,1587,2017-05,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,340,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
585,1588,2015-19,JPN,JPN,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,978,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
586,1589,2017-07,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,328,RESUBSCRIBER - DORMANT,NULL,NULL,0,NULL
587,1590,2017-26,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,193,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,0
588,1591,2017-39,EMEA,NORD,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,103,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
589,1592,2016-49,AMER,US,COMMERCIAL,E-TAIL/RETAIL,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,399,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CC,0,0
590,1593,2014-47,EMEA,ME,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1146,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
591,1594,2016-45,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,428,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
592,1595,2016-42,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,452,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
593,1596,2016-38,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,478,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
594,1597,2017-23,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,210,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
595,1598,2015-29,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,904,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,0
596,1599,2015-39,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,837,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
597,1600,2016-50,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,395,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,0,0
598,1601,2016-47,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,416,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
599,1602,2015-29,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,905,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
600,1603,2016-22,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,591,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
601,1604,2016-49,EMEA,GER,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,399,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
602,1605,2016-17,AMER,US,EDUCATION,RESELLER,PROMO,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,625,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
603,1606,2017-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,85,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
604,1607,2016-32,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,523,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
605,1608,2016-31,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,525,EXISTING - MIGRATE,DESKTOP,AFTER EFFECTS,0,1
606,1609,2017-46,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,49,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
607,1610,2017-47,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,48,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
608,1611,2017-11,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,297,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,0
609,1612,2017-28,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,177,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
610,1613,2017-34,AMER,US,EDUCATION,RESELLER,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,133,RESUBSCRIBER - DORMANT,DESKTOP,OVERALL,0,0
611,1614,2017-45,AMER,MEX,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,62,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
612,1615,2016-39,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,474,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,0
613,1616,2016-36,AMER,BRZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,493,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
614,1617,2017-08,AMER,US,EDUCATION,RESELLER,PROMO,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,319,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,0
615,1618,2016-08,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,690,EXISTING - ADDITIONAL,NULL,NULL,0,NULL
616,1619,2013-31,EMEA,EE,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1621,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
617,1620,2015-36,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,860,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
618,1621,2017-10,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,304,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
619,1622,2017-14,EMEA,ME,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,277,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CC,0,1
620,1623,2016-39,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,470,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
621,1624,2015-13,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1019,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,1
622,1625,2017-33,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,143,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
623,1626,2016-13,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,653,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
624,1627,2015-52,ASIA,HKT,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,745,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
625,1628,2016-11,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,665,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,1
626,1629,2014-30,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1263,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
627,1630,2017-04,JPN,JPN,COMMERCIAL,E-TAIL/RETAIL,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,347,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
628,1631,2014-15,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1365,EXISTING - ADDITIONAL,DESKTOP,LIGHTROOM CLASSIC,0,1
629,1632,2017-37,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,113,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
630,1633,2016-31,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,526,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
631,1634,2013-38,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,1568,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
632,1635,2017-27,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,188,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
633,1636,2017-27,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,186,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
634,1637,2016-41,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,460,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,0
635,1638,2016-21,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,596,NEW - FIRST SUBSCRIPTION,MOBILE,PHOTOSHOP EXPRESS,0,1
636,1639,2017-50,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,21,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,0,1
637,1640,2016-51,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,MONTHLY,Direct_Purchase,389,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,1
638,1641,2014-23,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1310,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
639,1642,2017-23,AMER,MEX,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,213,EXISTING - ADDITIONAL,DESKTOP,OVERALL,0,1
640,1643,2016-25,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,ANNUAL,Direct_Purchase,571,EXISTING - ADDITIONAL,NULL,NULL,0,NULL
641,1644,2015-13,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - Single App - InDesign,TM,ANNUAL,Direct_Purchase,1017,NEW - FIRST SUBSCRIPTION,NULL,NULL,0,NULL
642,1645,2016-22,AMER,US,EDUCATION,RESELLER,REGULAR,HED,HED - All Apps,TM,ANNUAL,Direct_Purchase,591,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,0
643,1646,2017-07,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,327,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
644,1647,2015-33,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,878,NEW - FIRST SUBSCRIPTION,DESKTOP,DREAMWEAVER,0,0
645,1648,2017-08,EMEA,UK,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,315,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
646,1649,2017-50,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,23,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,0,0
647,1650,2016-33,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,515,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,0,1
648,1651,2017-37,JPN,JPN,COMMERCIAL,E-TAIL/RETAIL,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,113,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,0,1
649,1652,2017-32,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,151,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,0,1
650,1653,2016-08,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,686,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,0,1
651,1654,2017-35,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,131,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,0,0
652,1655,2017-42,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,77,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,0,1
653,1656,2016-03,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,722,RESUBSCRIBER - RECENT,DESKTOP,LIGHTROOM CLASSIC,0,1
